championName,itemId,itemName,total
Tristana,1031,"Chain Vest",3
Tristana,6676,"The Collector",3
Tristana,3111,"Mercury's Treads",2
Tristana,2015,"Kircheis Shard",2
Tristana,7007,"Wyrmfallen Sacrifice",2
Tristana,3134,"Serrated Dirk",1
Tristana,3140,"Quicksilver Sash",1
Tristana,3181,Hullbreaker,1
Tristana,2422,"Slightly Magical Footwear",1
Tristana,3862,"Spectral Sickle",1
Tristana,1057,"Negatron Cloak",1
Tristana,6675,"Navori Quickblades",1
Tristana,1011,"Giant's Belt",1
Tristana,7006,Typhoon,1
Tristana,1029,"Cloth Armor",1
Trundle,3364,"Oracle Lens",62
Trundle,3047,"Plated Steelcaps",49
Trundle,6632,"Divine Sunderer",43
Trundle,1028,"Ruby Crystal",21
Trundle,3067,Kindlegem,21
Trundle,3340,"Stealth Ward",21
Trundle,2055,"Control Ward",20
Trundle,3857,"Pauldrons of Whiterock",18
Trundle,3181,Hullbreaker,16
Trundle,3076,"Bramble Vest",16
Trundle,3748,"Titanic Hydra",16
Trundle,1055,"Doran's Blade",15
Trundle,3190,"Locket of the Iron Solari",15
Trundle,3111,"Mercury's Treads",14
Trundle,6631,Stridebreaker,14
Trundle,3158,"Ionian Boots of Lucidity",12
Trundle,3077,Tiamat,12
Trundle,1029,"Cloth Armor",9
Trundle,1033,"Null-Magic Mantle",9
Trundle,3508,"Essence Reaver",9
Trundle,1011,"Giant's Belt",8
Trundle,3075,Thornmail,8
Trundle,3053,"Sterak's Gage",8
Trundle,3211,"Spectre's Cowl",7
Trundle,3110,"Frozen Heart",7
Trundle,1001,Boots,6
Trundle,2031,"Refillable Potion",6
Trundle,6662,"Frostfire Gauntlet",6
Trundle,1037,Pickaxe,5
Trundle,3065,"Spirit Visage",5
Trundle,3143,"Randuin's Omen",5
Trundle,3082,"Warden's Mail",5
Trundle,3363,"Farsight Alteration",5
Trundle,8001,"Anathema's Chains",5
Trundle,1036,"Long Sword",4
Trundle,3009,"Boots of Swiftness",4
Trundle,3044,Phage,4
Trundle,3057,Sheen,3
Trundle,3855,"Runesteel Spaulders",3
Trundle,6617,"Moonstone Renewer",3
Trundle,6630,Goredrinker,3
Trundle,3050,"Zeke's Convergence",2
Trundle,3091,"Wit's End",2
Trundle,3133,"Caulfield's Warhammer",2
Trundle,3024,"Glacial Buckler",2
Trundle,2033,"Corrupting Potion",1
Trundle,1006,"Rejuvenation Bead",1
Trundle,2420,Stopwatch,1
Trundle,2422,"Slightly Magical Footwear",1
Trundle,3001,"Abyssal Mask",1
Trundle,3513,"Eye of the Herald",1
Trundle,3742,"Dead Man's Plate",1
Trundle,2421,"Broken Stopwatch",1
Trundle,1043,"Recurve Bow",1
Trundle,4401,"Force of Nature",1
Trundle,4643,"Vigilant Wardstone",1
Trundle,6029,"Ironspike Whip",1
Trundle,1053,"Vampiric Scepter",1
Trundle,3078,"Trinity Force",1
Trundle,3033,"Mortal Reminder",1
Trundle,3083,"Warmog's Armor",1
Trundle,1054,"Doran's Shield",1
Trundle,3153,"Blade of The Ruined King",1
Tryndamere,3006,"Berserker's Greaves",163
Tryndamere,3340,"Stealth Ward",124
Tryndamere,6672,"Kraken Slayer",108
Tryndamere,6675,"Navori Quickblades",95
Tryndamere,3046,"Phantom Dancer",57
Tryndamere,1054,"Doran's Shield",55
Tryndamere,6671,Galeforce,49
Tryndamere,1036,"Long Sword",46
Tryndamere,1018,"Cloak of Agility",45
Tryndamere,1037,Pickaxe,43
Tryndamere,3031,"Infinity Edge",41
Tryndamere,3133,"Caulfield's Warhammer",33
Tryndamere,3364,"Oracle Lens",28
Tryndamere,3363,"Farsight Alteration",26
Tryndamere,3086,Zeal,18
Tryndamere,1038,"B. F. Sword",17
Tryndamere,3033,"Mortal Reminder",14
Tryndamere,2031,"Refillable Potion",13
Tryndamere,6694,"Serylda's Grudge",12
Tryndamere,2055,"Control Ward",11
Tryndamere,3123,"Executioner's Calling",11
Tryndamere,3181,Hullbreaker,10
Tryndamere,6631,Stridebreaker,9
Tryndamere,1055,"Doran's Blade",9
Tryndamere,3035,"Last Whisper",9
Tryndamere,3508,"Essence Reaver",8
Tryndamere,1042,Dagger,8
Tryndamere,3036,"Lord Dominik's Regards",8
Tryndamere,3158,"Ionian Boots of Lucidity",6
Tryndamere,6670,Noonquiver,6
Tryndamere,1028,"Ruby Crystal",4
Tryndamere,1053,"Vampiric Scepter",3
Tryndamere,3074,"Ravenous Hydra",3
Tryndamere,3111,"Mercury's Treads",3
Tryndamere,1001,Boots,3
Tryndamere,3047,"Plated Steelcaps",2
Tryndamere,1029,"Cloth Armor",2
Tryndamere,6630,Goredrinker,2
Tryndamere,1083,Cull,1
Tryndamere,3140,"Quicksilver Sash",1
Tryndamere,3026,"Guardian Angel",1
Tryndamere,3513,"Eye of the Herald",1
Tryndamere,3857,"Pauldrons of Whiterock",1
Tryndamere,3009,"Boots of Swiftness",1
Tryndamere,3057,Sheen,1
Tryndamere,3076,"Bramble Vest",1
Tryndamere,3077,Tiamat,1
Tryndamere,3078,"Trinity Force",1
Tryndamere,6029,"Ironspike Whip",1
Tryndamere,3082,"Warden's Mail",1
Tryndamere,6693,"Prowler's Claw",1
Tryndamere,3117,"Mobility Boots",1
Tryndamere,8001,"Anathema's Chains",1
TwistedFate,6656,Everfrost,84
TwistedFate,3158,"Ionian Boots of Lucidity",51
TwistedFate,2033,"Corrupting Potion",48
TwistedFate,3157,"Zhonya's Hourglass",48
TwistedFate,3094,"Rapid Firecannon",46
TwistedFate,1082,"Dark Seal",46
TwistedFate,3363,"Farsight Alteration",44
TwistedFate,3340,"Stealth Ward",30
TwistedFate,3100,"Lich Bane",30
TwistedFate,3111,"Mercury's Treads",21
TwistedFate,3364,"Oracle Lens",20
TwistedFate,3057,Sheen,13
TwistedFate,3020,"Sorcerer's Shoes",12
TwistedFate,2055,"Control Ward",11
TwistedFate,2424,"Broken Stopwatch",10
TwistedFate,3041,"Mejai's Soulstealer",10
TwistedFate,1026,"Blasting Wand",9
TwistedFate,3113,"Aether Wisp",9
TwistedFate,2015,"Kircheis Shard",7
TwistedFate,3047,"Plated Steelcaps",6
TwistedFate,1052,"Amplifying Tome",6
TwistedFate,3916,"Oblivion Orb",6
TwistedFate,3108,"Fiendish Codex",6
TwistedFate,3086,Zeal,5
TwistedFate,1058,"Needlessly Large Rod",4
TwistedFate,3089,"Rabadon's Deathcap",4
TwistedFate,3165,Morellonomicon,4
TwistedFate,3135,"Void Staff",4
TwistedFate,4629,"Cosmic Drive",3
TwistedFate,3802,"Lost Chapter",3
TwistedFate,3067,Kindlegem,3
TwistedFate,1037,Pickaxe,2
TwistedFate,1056,"Doran's Ring",2
TwistedFate,1018,"Cloak of Agility",2
TwistedFate,3006,"Berserker's Greaves",2
TwistedFate,6670,Noonquiver,2
TwistedFate,3102,"Banshee's Veil",2
TwistedFate,3152,"Hextech Rocketbelt",1
TwistedFate,3117,"Mobility Boots",1
TwistedFate,3191,"Seeker's Armguard",1
TwistedFate,3153,"Blade of The Ruined King",1
TwistedFate,3009,"Boots of Swiftness",1
TwistedFate,2031,"Refillable Potion",1
TwistedFate,1083,Cull,1
TwistedFate,3850,"Spellthief's Edge",1
TwistedFate,3858,"Relic Shield",1
TwistedFate,1055,"Doran's Blade",1
TwistedFate,1029,"Cloth Armor",1
TwistedFate,4630,"Blighting Jewel",1
TwistedFate,6655,"Luden's Tempest",1
TwistedFate,1028,"Ruby Crystal",1
TwistedFate,1042,Dagger,1
TwistedFate,7014,"Eternal Winter",1
Twitch,3363,"Farsight Alteration",91
Twitch,3006,"Berserker's Greaves",89
Twitch,6672,"Kraken Slayer",53
Twitch,1055,"Doran's Blade",41
Twitch,3115,"Nashor's Tooth",38
Twitch,3085,"Runaan's Hurricane",36
Twitch,1082,"Dark Seal",31
Twitch,3158,"Ionian Boots of Lucidity",26
Twitch,1056,"Doran's Ring",25
Twitch,3031,"Infinity Edge",25
Twitch,3340,"Stealth Ward",20
Twitch,3089,"Rabadon's Deathcap",19
Twitch,1058,"Needlessly Large Rod",18
Twitch,1042,Dagger,16
Twitch,1037,Pickaxe,15
Twitch,1018,"Cloak of Agility",14
Twitch,3036,"Lord Dominik's Regards",13
Twitch,3091,"Wit's End",13
Twitch,6671,Galeforce,13
Twitch,3364,"Oracle Lens",12
Twitch,6676,"The Collector",11
Twitch,1036,"Long Sword",10
Twitch,1052,"Amplifying Tome",10
Twitch,3086,Zeal,9
Twitch,1038,"B. F. Sword",8
Twitch,2055,"Control Ward",8
Twitch,1026,"Blasting Wand",8
Twitch,3123,"Executioner's Calling",8
Twitch,2031,"Refillable Potion",7
Twitch,3157,"Zhonya's Hourglass",6
Twitch,1043,"Recurve Bow",5
Twitch,3853,"Shard of True Ice",5
Twitch,3046,"Phantom Dancer",5
Twitch,3814,"Edge of Night",5
Twitch,3026,"Guardian Angel",5
Twitch,3134,"Serrated Dirk",4
Twitch,1001,Boots,4
Twitch,6670,Noonquiver,4
Twitch,2421,"Broken Stopwatch",4
Twitch,2420,Stopwatch,4
Twitch,4633,Riftmaker,3
Twitch,3139,"Mercurial Scimitar",3
Twitch,3748,"Titanic Hydra",3
Twitch,4635,"Leeching Leer",3
Twitch,3041,"Mejai's Soulstealer",3
Twitch,3108,"Fiendish Codex",3
Twitch,3153,"Blade of The Ruined King",2
Twitch,3117,"Mobility Boots",2
Twitch,3864,"Black Mist Scythe",2
Twitch,1028,"Ruby Crystal",1
Twitch,1033,"Null-Magic Mantle",1
Twitch,1053,"Vampiric Scepter",1
Twitch,1083,Cull,1
Twitch,2003,"Health Potion",1
Twitch,3033,"Mortal Reminder",1
Twitch,3035,"Last Whisper",1
Twitch,3070,"Tear of the Goddess",1
Twitch,3077,Tiamat,1
Twitch,3100,"Lich Bane",1
Twitch,3140,"Quicksilver Sash",1
Twitch,3513,"Eye of the Herald",1
Twitch,3742,"Dead Man's Plate",1
Twitch,3802,"Lost Chapter",1
Twitch,3851,Frostfang,1
Twitch,1011,"Giant's Belt",1
Twitch,3916,"Oblivion Orb",1
Twitch,4630,"Blighting Jewel",1
Twitch,6656,Everfrost,1
Twitch,6673,"Immortal Shieldbow",1
Twitch,6664,"Turbo Chemtank",1
Udyr,3364,"Oracle Lens",22
Udyr,3158,"Ionian Boots of Lucidity",15
Udyr,6662,"Frostfire Gauntlet",10
Udyr,2031,"Refillable Potion",7
Udyr,6632,"Divine Sunderer",6
Udyr,1028,"Ruby Crystal",6
Udyr,3075,Thornmail,6
Udyr,3047,"Plated Steelcaps",6
Udyr,3110,"Frozen Heart",5
Udyr,3742,"Dead Man's Plate",5
Udyr,3066,"Winged Moonplate",4
Udyr,2055,"Control Ward",4
Udyr,1029,"Cloth Armor",4
Udyr,1057,"Negatron Cloak",3
Udyr,3111,"Mercury's Treads",3
Udyr,4401,"Force of Nature",3
Udyr,8001,"Anathema's Chains",3
Udyr,3091,"Wit's End",2
Udyr,1031,"Chain Vest",2
Udyr,3076,"Bramble Vest",2
Udyr,3067,Kindlegem,2
Udyr,3057,Sheen,2
Udyr,3340,"Stealth Ward",2
Udyr,3143,"Randuin's Omen",2
Udyr,6660,"Bami's Cinder",2
Udyr,1011,"Giant's Belt",1
Udyr,3044,Phage,1
Udyr,3053,"Sterak's Gage",1
Udyr,3065,"Spirit Visage",1
Udyr,3082,"Warden's Mail",1
Udyr,3083,"Warmog's Armor",1
Udyr,3041,"Mejai's Soulstealer",1
Udyr,3105,"Aegis of the Legion",1
Udyr,1026,"Blasting Wand",1
Udyr,1033,"Null-Magic Mantle",1
Udyr,3748,"Titanic Hydra",1
Udyr,1043,"Recurve Bow",1
Udyr,6630,Goredrinker,1
Udyr,6631,Stridebreaker,1
Udyr,1052,"Amplifying Tome",1
Udyr,3001,"Abyssal Mask",1
Udyr,3115,"Nashor's Tooth",1
Udyr,6664,"Turbo Chemtank",1
Udyr,3024,"Glacial Buckler",1
Urgot,3340,"Stealth Ward",96
Urgot,3748,"Titanic Hydra",90
Urgot,3047,"Plated Steelcaps",80
Urgot,3071,"Black Cleaver",43
Urgot,1055,"Doran's Blade",39
Urgot,3123,"Executioner's Calling",36
Urgot,3181,Hullbreaker,33
Urgot,3111,"Mercury's Treads",33
Urgot,1028,"Ruby Crystal",29
Urgot,6631,Stridebreaker,29
Urgot,2033,"Corrupting Potion",18
Urgot,3364,"Oracle Lens",18
Urgot,1011,"Giant's Belt",15
Urgot,1036,"Long Sword",15
Urgot,6609,"Chempunk Chainsword",15
Urgot,6662,"Frostfire Gauntlet",15
Urgot,3077,Tiamat,14
Urgot,2031,"Refillable Potion",13
Urgot,3363,"Farsight Alteration",13
Urgot,3067,Kindlegem,13
Urgot,6630,Goredrinker,13
Urgot,3133,"Caulfield's Warhammer",12
Urgot,1033,"Null-Magic Mantle",10
Urgot,1001,Boots,10
Urgot,2055,"Control Ward",9
Urgot,1054,"Doran's Shield",8
Urgot,3076,"Bramble Vest",8
Urgot,6660,"Bami's Cinder",8
Urgot,1029,"Cloth Armor",7
Urgot,3053,"Sterak's Gage",7
Urgot,1057,"Negatron Cloak",6
Urgot,3143,"Randuin's Omen",6
Urgot,1037,Pickaxe,6
Urgot,6029,"Ironspike Whip",6
Urgot,6632,"Divine Sunderer",5
Urgot,1083,Cull,4
Urgot,2420,Stopwatch,4
Urgot,3044,Phage,4
Urgot,3075,Thornmail,4
Urgot,3193,"Gargoyle Stoneplate",3
Urgot,2421,"Broken Stopwatch",2
Urgot,3155,Hexdrinker,2
Urgot,3156,"Maw of Malmortius",2
Urgot,3051,"Hearthbound Axe",2
Urgot,3066,"Winged Moonplate",2
Urgot,6693,"Prowler's Claw",2
Urgot,8001,"Anathema's Chains",2
Urgot,6333,"Death's Dance",1
Urgot,3026,"Guardian Angel",1
Urgot,3211,"Spectre's Cowl",1
Urgot,3035,"Last Whisper",1
Urgot,3065,"Spirit Visage",1
Urgot,1038,"B. F. Sword",1
Urgot,3082,"Warden's Mail",1
Urgot,4401,"Force of Nature",1
Urgot,6695,"Serpent's Fang",1
Urgot,3001,"Abyssal Mask",1
Varus,3363,"Farsight Alteration",251
Varus,3158,"Ionian Boots of Lucidity",212
Varus,6691,"Duskblade of Draktharr",180
Varus,3042,Muramana,158
Varus,1055,"Doran's Blade",148
Varus,1036,"Long Sword",86
Varus,6694,"Serylda's Grudge",74
Varus,3133,"Caulfield's Warhammer",66
Varus,3070,"Tear of the Goddess",65
Varus,6693,"Prowler's Claw",56
Varus,6695,"Serpent's Fang",53
Varus,3134,"Serrated Dirk",44
Varus,3340,"Stealth Ward",41
Varus,2031,"Refillable Potion",38
Varus,3035,"Last Whisper",36
Varus,3814,"Edge of Night",33
Varus,2055,"Control Ward",31
Varus,3006,"Berserker's Greaves",30
Varus,3004,Manamune,29
Varus,3009,"Boots of Swiftness",21
Varus,3123,"Executioner's Calling",18
Varus,6672,"Kraken Slayer",16
Varus,1001,Boots,14
Varus,2421,"Broken Stopwatch",14
Varus,1037,Pickaxe,10
Varus,3046,"Phantom Dancer",9
Varus,3156,"Maw of Malmortius",8
Varus,3085,"Runaan's Hurricane",8
Varus,2420,Stopwatch,7
Varus,2010,"Total Biscuit of Everlasting Will",7
Varus,3115,"Nashor's Tooth",6
Varus,6671,Galeforce,6
Varus,6673,"Immortal Shieldbow",6
Varus,1018,"Cloak of Agility",5
Varus,3026,"Guardian Angel",5
Varus,3047,"Plated Steelcaps",5
Varus,3086,Zeal,4
Varus,3020,"Sorcerer's Shoes",4
Varus,3031,"Infinity Edge",4
Varus,3036,"Lord Dominik's Regards",4
Varus,6692,Eclipse,4
Varus,1028,"Ruby Crystal",4
Varus,3142,"Youmuu's Ghostblade",3
Varus,3179,"Umbral Glaive",3
Varus,1042,Dagger,3
Varus,1038,"B. F. Sword",3
Varus,6609,"Chempunk Chainsword",3
Varus,6655,"Luden's Tempest",3
Varus,1043,"Recurve Bow",3
Varus,1033,"Null-Magic Mantle",2
Varus,4636,"Night Harvester",2
Varus,1053,"Vampiric Scepter",2
Varus,1057,"Negatron Cloak",2
Varus,1083,Cull,2
Varus,2003,"Health Potion",2
Varus,3074,"Ravenous Hydra",2
Varus,3091,"Wit's End",2
Varus,3108,"Fiendish Codex",2
Varus,1026,"Blasting Wand",2
Varus,1029,"Cloth Armor",2
Varus,3508,"Essence Reaver",2
Varus,3364,"Oracle Lens",1
Varus,3051,"Hearthbound Axe",1
Varus,3802,"Lost Chapter",1
Varus,3124,"Guinsoo's Rageblade",1
Varus,3041,"Mejai's Soulstealer",1
Varus,2422,"Slightly Magical Footwear",1
Varus,2033,"Corrupting Potion",1
Varus,6670,Noonquiver,1
Varus,3152,"Hextech Rocketbelt",1
Varus,3155,Hexdrinker,1
Varus,1058,"Needlessly Large Rod",1
Varus,6676,"The Collector",1
Varus,3157,"Zhonya's Hourglass",1
Varus,1054,"Doran's Shield",1
Varus,1052,"Amplifying Tome",1
Varus,3094,"Rapid Firecannon",1
Varus,3057,Sheen,1
Varus,7000,"Sandshrike's Claw",1
Vayne,3006,"Berserker's Greaves",267
Vayne,3363,"Farsight Alteration",232
Vayne,1055,"Doran's Blade",183
Vayne,3046,"Phantom Dancer",161
Vayne,6672,"Kraken Slayer",137
Vayne,6673,"Immortal Shieldbow",119
Vayne,1036,"Long Sword",66
Vayne,3340,"Stealth Ward",44
Vayne,3124,"Guinsoo's Rageblade",39
Vayne,2055,"Control Ward",37
Vayne,1038,"B. F. Sword",36
Vayne,3031,"Infinity Edge",36
Vayne,1042,Dagger,35
Vayne,1018,"Cloak of Agility",33
Vayne,3091,"Wit's End",31
Vayne,3086,Zeal,29
Vayne,2031,"Refillable Potion",26
Vayne,1037,Pickaxe,23
Vayne,1053,"Vampiric Scepter",22
Vayne,6677,Rageknife,20
Vayne,3508,"Essence Reaver",16
Vayne,1054,"Doran's Shield",15
Vayne,3026,"Guardian Angel",14
Vayne,6670,Noonquiver,13
Vayne,3140,"Quicksilver Sash",13
Vayne,3153,"Blade of The Ruined King",13
Vayne,3072,Bloodthirster,10
Vayne,1083,Cull,10
Vayne,2421,"Broken Stopwatch",9
Vayne,3036,"Lord Dominik's Regards",8
Vayne,3057,Sheen,8
Vayne,1043,"Recurve Bow",7
Vayne,2420,Stopwatch,7
Vayne,3123,"Executioner's Calling",7
Vayne,3143,"Randuin's Omen",7
Vayne,1057,"Negatron Cloak",7
Vayne,1033,"Null-Magic Mantle",7
Vayne,3033,"Mortal Reminder",6
Vayne,3094,"Rapid Firecannon",5
Vayne,3051,"Hearthbound Axe",5
Vayne,1001,Boots,4
Vayne,3035,"Last Whisper",4
Vayne,3047,"Plated Steelcaps",4
Vayne,3139,"Mercurial Scimitar",4
Vayne,1029,"Cloth Armor",3
Vayne,1031,"Chain Vest",3
Vayne,2003,"Health Potion",3
Vayne,3082,"Warden's Mail",3
Vayne,7008,Bloodward,3
Vayne,3085,"Runaan's Hurricane",2
Vayne,3513,"Eye of the Herald",2
Vayne,3133,"Caulfield's Warhammer",2
Vayne,3044,Phage,1
Vayne,3067,Kindlegem,1
Vayne,1028,"Ruby Crystal",1
Vayne,3155,Hexdrinker,1
Vayne,3181,Hullbreaker,1
Vayne,3364,"Oracle Lens",1
Vayne,6671,Galeforce,1
Vayne,6333,"Death's Dance",1
Vayne,6695,"Serpent's Fang",1
Vayne,3009,"Boots of Swiftness",1
Vayne,8001,"Anathema's Chains",1
Veigar,6656,Everfrost,60
Veigar,3158,"Ionian Boots of Lucidity",57
Veigar,3363,"Farsight Alteration",34
Veigar,3364,"Oracle Lens",32
Veigar,1082,"Dark Seal",29
Veigar,3020,"Sorcerer's Shoes",27
Veigar,3853,"Shard of True Ice",24
Veigar,1056,"Doran's Ring",23
Veigar,3070,"Tear of the Goddess",22
Veigar,3340,"Stealth Ward",22
Veigar,3089,"Rabadon's Deathcap",21
Veigar,3135,"Void Staff",18
Veigar,1058,"Needlessly Large Rod",18
Veigar,2055,"Control Ward",18
Veigar,3190,"Locket of the Iron Solari",17
Veigar,3157,"Zhonya's Hourglass",17
Veigar,4629,"Cosmic Drive",15
Veigar,3067,Kindlegem,11
Veigar,3108,"Fiendish Codex",11
Veigar,1052,"Amplifying Tome",8
Veigar,3066,"Winged Moonplate",7
Veigar,3041,"Mejai's Soulstealer",6
Veigar,3102,"Banshee's Veil",6
Veigar,2031,"Refillable Potion",6
Veigar,2421,"Broken Stopwatch",5
Veigar,4643,"Vigilant Wardstone",5
Veigar,1026,"Blasting Wand",4
Veigar,1029,"Cloth Armor",4
Veigar,3742,"Dead Man's Plate",4
Veigar,3916,"Oblivion Orb",4
Veigar,1031,"Chain Vest",3
Veigar,3040,"Seraph's Embrace",3
Veigar,2065,"Shurelya's Battlesong",3
Veigar,4630,"Blighting Jewel",3
Veigar,1001,Boots,2
Veigar,3851,Frostfang,2
Veigar,3083,"Warmog's Armor",2
Veigar,3802,"Lost Chapter",2
Veigar,4632,"Verdant Barrier",2
Veigar,2422,"Slightly Magical Footwear",2
Veigar,3860,"Bulwark of the Mountain",2
Veigar,6655,"Luden's Tempest",2
Veigar,2420,Stopwatch,1
Veigar,3801,"Crystalline Bracer",1
Veigar,2003,"Health Potion",1
Veigar,1028,"Ruby Crystal",1
Veigar,1033,"Null-Magic Mantle",1
Veigar,4628,"Horizon Focus",1
Veigar,1057,"Negatron Cloak",1
Veigar,3110,"Frozen Heart",1
Veigar,3145,"Hextech Alternator",1
Veigar,4638,"Watchful Wardstone",1
Veigar,3143,"Randuin's Omen",1
Veigar,2424,"Broken Stopwatch",1
Veigar,3191,"Seeker's Armguard",1
Veigar,7014,"Eternal Winter",1
Veigar,8001,"Anathema's Chains",1
Velkoz,3364,"Oracle Lens",17
Velkoz,6653,"Liandry's Anguish",16
Velkoz,3853,"Shard of True Ice",16
Velkoz,3020,"Sorcerer's Shoes",12
Velkoz,3158,"Ionian Boots of Lucidity",10
Velkoz,3157,"Zhonya's Hourglass",9
Velkoz,1082,"Dark Seal",8
Velkoz,3108,"Fiendish Codex",8
Velkoz,3340,"Stealth Ward",7
Velkoz,3191,"Seeker's Armguard",6
Velkoz,1052,"Amplifying Tome",5
Velkoz,2055,"Control Ward",5
Velkoz,1058,"Needlessly Large Rod",4
Velkoz,4628,"Horizon Focus",4
Velkoz,1056,"Doran's Ring",4
Velkoz,3802,"Lost Chapter",3
Velkoz,6655,"Luden's Tempest",3
Velkoz,3145,"Hextech Alternator",3
Velkoz,4636,"Night Harvester",3
Velkoz,3916,"Oblivion Orb",3
Velkoz,3165,Morellonomicon,3
Velkoz,4630,"Blighting Jewel",2
Velkoz,3363,"Farsight Alteration",2
Velkoz,3070,"Tear of the Goddess",2
Velkoz,3067,Kindlegem,2
Velkoz,3047,"Plated Steelcaps",2
Velkoz,1026,"Blasting Wand",2
Velkoz,3117,"Mobility Boots",1
Velkoz,1011,"Giant's Belt",1
Velkoz,2421,"Broken Stopwatch",1
Velkoz,2422,"Slightly Magical Footwear",1
Velkoz,3040,"Seraph's Embrace",1
Velkoz,3851,Frostfang,1
Velkoz,4005,"Imperial Mandate",1
Velkoz,2031,"Refillable Potion",1
Velkoz,4637,"Demonic Embrace",1
Vi,3364,"Oracle Lens",48
Vi,6632,"Divine Sunderer",42
Vi,1055,"Doran's Blade",22
Vi,3047,"Plated Steelcaps",19
Vi,3053,"Sterak's Gage",18
Vi,3042,Muramana,16
Vi,2055,"Control Ward",15
Vi,3044,Phage,13
Vi,3158,"Ionian Boots of Lucidity",12
Vi,1028,"Ruby Crystal",9
Vi,1036,"Long Sword",9
Vi,3111,"Mercury's Treads",9
Vi,1037,Pickaxe,8
Vi,2031,"Refillable Potion",8
Vi,3123,"Executioner's Calling",6
Vi,1001,Boots,5
Vi,2420,Stopwatch,4
Vi,3076,"Bramble Vest",4
Vi,3075,Thornmail,3
Vi,2421,"Broken Stopwatch",3
Vi,3004,Manamune,3
Vi,3026,"Guardian Angel",3
Vi,3133,"Caulfield's Warhammer",3
Vi,1029,"Cloth Armor",3
Vi,3211,"Spectre's Cowl",3
Vi,1031,"Chain Vest",3
Vi,3070,"Tear of the Goddess",3
Vi,3057,Sheen,2
Vi,3067,Kindlegem,2
Vi,3143,"Randuin's Omen",2
Vi,1057,"Negatron Cloak",1
Vi,3091,"Wit's End",1
Vi,3065,"Spirit Visage",1
Vi,1011,"Giant's Belt",1
Vi,3071,"Black Cleaver",1
Vi,3074,"Ravenous Hydra",1
Vi,6609,"Chempunk Chainsword",1
Vi,6630,Goredrinker,1
Vi,6631,Stridebreaker,1
Vi,3009,"Boots of Swiftness",1
Viego,3047,"Plated Steelcaps",417
Viego,6632,"Divine Sunderer",417
Viego,3364,"Oracle Lens",401
Viego,3153,"Blade of The Ruined King",341
Viego,3053,"Sterak's Gage",209
Viego,3340,"Stealth Ward",177
Viego,3111,"Mercury's Treads",167
Viego,1055,"Doran's Blade",150
Viego,2055,"Control Ward",128
Viego,2031,"Refillable Potion",126
Viego,6673,"Immortal Shieldbow",99
Viego,1028,"Ruby Crystal",92
Viego,3044,Phage,89
Viego,1037,Pickaxe,83
Viego,1036,"Long Sword",78
Viego,3363,"Farsight Alteration",74
Viego,3091,"Wit's End",74
Viego,6672,"Kraken Slayer",71
Viego,1054,"Doran's Shield",60
Viego,1053,"Vampiric Scepter",55
Viego,3123,"Executioner's Calling",55
Viego,1029,"Cloth Armor",51
Viego,2421,"Broken Stopwatch",48
Viego,3026,"Guardian Angel",48
Viego,1043,"Recurve Bow",45
Viego,3143,"Randuin's Omen",44
Viego,1057,"Negatron Cloak",41
Viego,1001,Boots,33
Viego,6333,"Death's Dance",33
Viego,3051,"Hearthbound Axe",32
Viego,1042,Dagger,31
Viego,3076,"Bramble Vest",31
Viego,2420,Stopwatch,26
Viego,1031,"Chain Vest",26
Viego,3067,Kindlegem,25
Viego,3057,Sheen,24
Viego,2422,"Slightly Magical Footwear",19
Viego,1038,"B. F. Sword",16
Viego,3065,"Spirit Visage",15
Viego,6609,"Chempunk Chainsword",14
Viego,3133,"Caulfield's Warhammer",14
Viego,6631,Stridebreaker,13
Viego,3006,"Berserker's Greaves",12
Viego,3082,"Warden's Mail",12
Viego,1033,"Null-Magic Mantle",11
Viego,3075,Thornmail,11
Viego,1011,"Giant's Belt",8
Viego,3211,"Spectre's Cowl",7
Viego,3134,"Serrated Dirk",7
Viego,3033,"Mortal Reminder",7
Viego,6670,Noonquiver,6
Viego,6695,"Serpent's Fang",6
Viego,3513,"Eye of the Herald",5
Viego,1018,"Cloak of Agility",4
Viego,1083,Cull,4
Viego,6676,"The Collector",4
Viego,8001,"Anathema's Chains",4
Viego,3035,"Last Whisper",3
Viego,3140,"Quicksilver Sash",3
Viego,3071,"Black Cleaver",3
Viego,3070,"Tear of the Goddess",3
Viego,3508,"Essence Reaver",3
Viego,3086,Zeal,2
Viego,3158,"Ionian Boots of Lucidity",2
Viego,3748,"Titanic Hydra",2
Viego,3181,Hullbreaker,2
Viego,2003,"Health Potion",1
Viego,3009,"Boots of Swiftness",1
Viego,3031,"Infinity Edge",1
Viego,3078,"Trinity Force",1
Viego,3156,"Maw of Malmortius",1
Viego,3110,"Frozen Heart",1
Viego,3102,"Banshee's Veil",1
Viego,1035,Emberknife,1
Viego,3036,"Lord Dominik's Regards",1
Viego,6029,"Ironspike Whip",1
Viego,3077,Tiamat,1
Viego,6662,"Frostfire Gauntlet",1
Viego,7017,Deicide,1
Viktor,3363,"Farsight Alteration",93
Viktor,3020,"Sorcerer's Shoes",90
Viktor,6655,"Luden's Tempest",89
Viktor,3040,"Seraph's Embrace",53
Viktor,1056,"Doran's Ring",50
Viktor,1082,"Dark Seal",46
Viktor,3157,"Zhonya's Hourglass",44
Viktor,3158,"Ionian Boots of Lucidity",37
Viktor,3340,"Stealth Ward",36
